;Tweet;Sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
440;LIPI Latih 800 Relawan Perluas Pemeriksaan Spesimen Covid-19 -;1.0;allcaps lipi allcaps latih number relawan perluas pemeriksaan spesimen covid number;['allcaps', 'lipi', 'allcaps', 'latih', 'number', 'relawan', 'perluas', 'pemeriksaan', 'spesimen', 'covid', 'number'];['allcaps', 'lipi', 'allcaps', 'latih', 'number', 'relawan', 'perluas', 'pemeriksaan', 'spesimen', 'covid', 'number'];['allcaps', 'lipi', 'allcaps', 'latih', 'number', 'relawan', 'perluas', 'pemeriksaan', 'spesimen', 'covid', 'number'];allcaps lipi allcaps latih number relawan perluas pemeriksaan spesimen covid number;allcaps lipi allcaps latih number rawan luas periksa spesimen covid number
441;Lihat info apa yang saya bagikan: Daerah - Update Kondisi Terkini Penanganan Covid-19 di Aceh Tengah, Ini Kata Jubir | Media Radio berita online Terbaru hari ini dan terpercaya |;1.0;lihat info apa yang saya bagikan daerah update kondisi terkini penanganan covid number di aceh tengah ini kata jubir media radio berita online terbaru hari ini dan terpercaya;['lihat', 'info', 'apa', 'yang', 'saya', 'bagikan', 'daerah', 'update', 'kondisi', 'terkini', 'penanganan', 'covid', 'number', 'di', 'aceh', 'tengah', 'ini', 'kata', 'jubir', 'media', 'radio', 'berita', 'online', 'terbaru', 'hari', 'ini', 'dan', 'terpercaya'];['lihat', 'info', 'apa', 'yang', 'saya', 'bagikan', 'daerah', 'update', 'kondisi', 'terkini', 'penanganan', 'covid', 'number', 'di', 'aceh', 'tengah', 'ini', 'kata', 'jubir', 'media', 'radio', 'berita', 'online', 'terbaru', 'hari', 'ini', 'dan', 'terpercaya'];['lihat', 'info', 'bagikan', 'daerah', 'update', 'kondisi', 'terkini', 'penanganan', 'covid', 'number', 'aceh', 'jubir', 'media', 'radio', 'berita', 'online', 'terbaru', 'terpercaya'];lihat info bagikan daerah update kondisi terkini penanganan covid number aceh jubir media radio berita online terbaru terpercaya;lihat info bagi daerah update kondisi kini tangan covid number aceh jubir media radio berita online baru percaya
442;siram pke air biar diam.fokus lawan covid 19;1.0;siram pke air biar diam fokus lawan covid number;['siram', 'pke', 'air', 'biar', 'diam', 'fokus', 'lawan', 'covid', 'number'];['siram', 'pakai', 'air', 'biar', 'diam', 'fokus', 'lawan', 'covid', 'number'];['siram', 'pakai', 'air', 'biar', 'diam', 'fokus', 'lawan', 'covid', 'number'];siram pakai air biar diam fokus lawan covid number;siram pakai air biar diam fokus lawan covid number
443;Kalau bukan Ahlinya jangan komentar Soal Covid-19. Tik-tokan saja dari pada salah;0.0;kalau bukan ahlinya jangan komentar soal covid number tik tokan saja dari pada salah;['kalau', 'bukan', 'ahlinya', 'jangan', 'komentar', 'soal', 'covid', 'number', 'tik', 'tokan', 'saja', 'dari', 'pada', 'salah'];['kalau', 'bukan', 'ahlinya', 'jangan', 'komentar', 'soal', 'covid', 'number', 'tik', 'tokan', 'saja', 'dari', 'pada', 'salah'];['ahlinya', 'komentar', 'covid', 'number', 'tik', 'tokan', 'salah'];ahlinya komentar covid number tik tokan salah;ahli komentar covid number tik tok salah
444;Halo temen-temen mungkin loker ini bisa bantu dan jadi salah satu alternatif juga buat temen temen selama issue Covid-19 ini melanda;1.0;halo temen temen mungkin loker ini bisa bantu dan jadi salah satu alternatif juga buat temen temen selama issue covid number ini melanda;['halo', 'temen', 'temen', 'mungkin', 'loker', 'ini', 'bisa', 'bantu', 'dan', 'jadi', 'salah', 'satu', 'alternatif', 'juga', 'buat', 'temen', 'temen', 'selama', 'issue', 'covid', 'number', 'ini', 'melanda'];['halo', 'teman', 'teman', 'mungkin', 'loker', 'ini', 'bisa', 'bantu', 'dan', 'jadi', 'salah', 'satu', 'alternatif', 'juga', 'buat', 'teman', 'teman', 'selama', 'issue', 'covid', 'number', 'ini', 'melanda'];['halo', 'teman', 'teman', 'loker', 'bantu', 'salah', 'alternatif', 'teman', 'teman', 'issue', 'covid', 'number', 'melanda'];halo teman teman loker bantu salah alternatif teman teman issue covid number melanda;halo teman teman loker bantu salah alternatif teman teman issue covid number landa
445;Rakyat anda yg meninggal akibat Covid-19 sudah nyaris 300 orang pak dhe.;-1.0;rakyat anda yg meninggal akibat covid number sudah nyaris number orang pak dhe;['rakyat', 'anda', 'yg', 'meninggal', 'akibat', 'covid', 'number', 'sudah', 'nyaris', 'number', 'orang', 'pak', 'dhe'];['rakyat', 'anda', 'yang', 'meninggal', 'akibat', 'covid', 'number', 'sudah', 'nyaris', 'number', 'orang', 'pak', 'dhe'];['rakyat', 'meninggal', 'akibat', 'covid', 'number', 'number', 'orang', 'dhe'];rakyat meninggal akibat covid number number orang dhe;rakyat tinggal akibat covid number number orang dhe
446;Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19;1.0;ini tips ilmuwan cara tingkatkan kekebalan tubuh mari bersama kita lawan covid number;['ini', 'tips', 'ilmuwan', 'cara', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'bersama', 'kita', 'lawan', 'covid', 'number'];['ini', 'tips', 'ilmuwan', 'cara', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'bersama', 'kita', 'lawan', 'covid', 'number'];['tips', 'ilmuwan', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'lawan', 'covid', 'number'];tips ilmuwan tingkatkan kekebalan tubuh mari lawan covid number;tips ilmuwan tingkat kebal tubuh mari lawan covid number
447;Kita lihat 14 hari ke depan,jika satu orang saja ada yg kena covid maka semua orang yg ada di situ harus Jadi ODP,karantina,isolasi.;1.0;kita lihat number hari ke depan jika satu orang saja ada yg kena covid maka semua orang yg ada di situ harus jadi allcaps odp allcaps karantina isolasi;['kita', 'lihat', 'number', 'hari', 'ke', 'depan', 'jika', 'satu', 'orang', 'saja', 'ada', 'yg', 'kena', 'covid', 'maka', 'semua', 'orang', 'yg', 'ada', 'di', 'situ', 'harus', 'jadi', 'allcaps', 'odp', 'allcaps', 'karantina', 'isolasi'];['kita', 'lihat', 'number', 'hari', 'ke', 'depan', 'jika', 'satu', 'orang', 'saja', 'ada', 'yang', 'kena', 'covid', 'maka', 'semua', 'orang', 'yang', 'ada', 'di', 'situ', 'harus', 'jadi', 'allcaps', 'odp', 'allcaps', 'karantina', 'isolasi'];['lihat', 'number', 'orang', 'kena', 'covid', 'orang', 'situ', 'allcaps', 'odp', 'allcaps', 'karantina', 'isolasi'];lihat number orang kena covid orang situ allcaps odp allcaps karantina isolasi;lihat number orang kena covid orang situ allcaps odp allcaps karantina isolasi
448;Sebagai penghormatan kepada leluhur Jepara, ritual setahun sekali ini tetap kita lakukan tentu dengan memperhatikan protokol kesehatan untuk pencegahan Covid-19 ini.;1.0;sebagai penghormatan kepada leluhur jepara ritual setahun sekali ini tetap kita lakukan tentu dengan memperhatikan protokol kesehatan untuk pencegahan covid number ini;['sebagai', 'penghormatan', 'kepada', 'leluhur', 'jepara', 'ritual', 'setahun', 'sekali', 'ini', 'tetap', 'kita', 'lakukan', 'tentu', 'dengan', 'memperhatikan', 'protokol', 'kesehatan', 'untuk', 'pencegahan', 'covid', 'number', 'ini'];['sebagai', 'penghormatan', 'kepada', 'leluhur', 'jepara', 'ritual', 'setahun', 'sekali', 'ini', 'tetap', 'kita', 'lakukan', 'tentu', 'dengan', 'memperhatikan', 'protokol', 'kesehatan', 'untuk', 'pencegahan', 'covid', 'number', 'ini'];['penghormatan', 'leluhur', 'jepara', 'ritual', 'setahun', 'lakukan', 'memperhatikan', 'protokol', 'kesehatan', 'pencegahan', 'covid', 'number'];penghormatan leluhur jepara ritual setahun lakukan memperhatikan protokol kesehatan pencegahan covid number;hormat leluhur jepara ritual tahun laku perhati protokol sehat cegah covid number
449;Beliau membuat rilis di YouTube pribadinya bahwa ia positif Covid 19. Salut untuk pilihan memberikan klarifikasi dengan begitu kuat dan berani. Ini menunjukan sebuah harapan, alih-alih putus asa dan terpuruk.;0.0;beliau membuat rilis di youtube pribadinya bahwa ia positif covid number salut untuk pilihan memberikan klarifikasi dengan begitu kuat dan berani ini menunjukan sebuah harapan alih alih putus asa dan terpuruk;['beliau', 'membuat', 'rilis', 'di', 'youtube', 'pribadinya', 'bahwa', 'ia', 'positif', 'covid', 'number', 'salut', 'untuk', 'pilihan', 'memberikan', 'klarifikasi', 'dengan', 'begitu', 'kuat', 'dan', 'berani', 'ini', 'menunjukan', 'sebuah', 'harapan', 'alih', 'alih', 'putus', 'asa', 'dan', 'terpuruk'];['beliau', 'membuat', 'rilis', 'di', 'youtube', 'pribadinya', 'bahwa', 'ia', 'positif', 'covid', 'number', 'bangga', 'untuk', 'pilihan', 'memberikan', 'klarifikasi', 'dengan', 'begitu', 'kuat', 'dan', 'berani', 'ini', 'menunjukan', 'sebuah', 'harapan', 'alih', 'alih', 'putus', 'asa', 'dan', 'terpuruk'];['beliau', 'rilis', 'youtube', 'pribadinya', 'positif', 'covid', 'number', 'bangga', 'pilihan', 'klarifikasi', 'kuat', 'berani', 'menunjukan', 'harapan', 'alih', 'alih', 'putus', 'asa', 'terpuruk'];beliau rilis youtube pribadinya positif covid number bangga pilihan klarifikasi kuat berani menunjukan harapan alih alih putus asa terpuruk;beliau rilis youtube pribadi positif covid number bangga pilih klarifikasi kuat berani tunjuk harap alih alih putus asa puruk
450;sanes na laukdaun. ke we lamun tos beres covid-19 na wkwk;0.0;sanes na laukdaun ke we lamun tos beres covid number na wkwk;['sanes', 'na', 'laukdaun', 'ke', 'we', 'lamun', 'tos', 'beres', 'covid', 'number', 'na', 'wkwk'];['sanes', 'na', 'laukdaun', 'ke', 'we', 'lamun', 'tos', 'selesai', 'covid', 'number', 'na', 'wkwk'];['sanes', 'na', 'laukdaun', 'we', 'lamun', 'tos', 'selesai', 'covid', 'number', 'na', 'wkwk'];sanes na laukdaun we lamun tos selesai covid number na wkwk;sanes na laukdaun we lamun tos selesai covid number na wkwk
451;"Tak lama lagi juru bicara umumkan, ""...dan nominasi penghargaan Covid-19 berasal dari satu cluster, disebar diterima dari Kober.... adalah .........""Penonton terdiam melihat panggung berderet peti mayat berbungkus plastik transparan.";-1.0;tak lama lagi juru bicara umumkan repeated dan nominasi penghargaan covid number berasal dari satu cluster disebar diterima dari kober repeated adalah repeated penonton terdiam melihat panggung berderet peti mayat berbungkus plastik transparan;['tak', 'lama', 'lagi', 'juru', 'bicara', 'umumkan', 'repeated', 'dan', 'nominasi', 'penghargaan', 'covid', 'number', 'berasal', 'dari', 'satu', 'cluster', 'disebar', 'diterima', 'dari', 'kober', 'repeated', 'adalah', 'repeated', 'penonton', 'terdiam', 'melihat', 'panggung', 'berderet', 'peti', 'mayat', 'berbungkus', 'plastik', 'transparan'];['tak', 'lama', 'lagi', 'juru', 'bicara', 'umumkan', 'repeated', 'dan', 'nominasi', 'penghargaan', 'covid', 'number', 'berasal', 'dari', 'satu', 'cluster', 'disebar', 'diterima', 'dari', 'kober', 'repeated', 'adalah', 'repeated', 'penonton', 'terdiam', 'melihat', 'panggung', 'berderet', 'peti', 'mayat', 'berbungkus', 'plastik', 'transparan'];['juru', 'bicara', 'umumkan', 'repeated', 'nominasi', 'penghargaan', 'covid', 'number', 'berasal', 'cluster', 'disebar', 'diterima', 'kober', 'repeated', 'repeated', 'penonton', 'terdiam', 'panggung', 'berderet', 'peti', 'mayat', 'berbungkus', 'plastik', 'transparan'];juru bicara umumkan repeated nominasi penghargaan covid number berasal cluster disebar diterima kober repeated repeated penonton terdiam panggung berderet peti mayat berbungkus plastik transparan;juru bicara umum repeated nominasi harga covid number asal cluster sebar terima kober repeated repeated tonton diam panggung deret peti mayat bungkus plastik transparan
452;Klo ngikutin twitnya di elisa..dia pernah loh iseng ngitung selisih antara data pemprov sama gugus covid..hasilnya pemrov yg meninggal 144 gugus covid 114.. Ya Allah kebayang sebenarnya bagaimana..;0.0;klo ngikutin twitnya di elisa repeated dia pernah loh iseng ngitung selisih antara data pemprov sama gugus covid repeated hasilnya pemrov yg meninggal number gugus covid number repeated ya allah kebayang sebenarnya bagaimana repeated;['klo', 'ngikutin', 'twitnya', 'di', 'elisa', 'repeated', 'dia', 'pernah', 'loh', 'iseng', 'ngitung', 'selisih', 'antara', 'data', 'pemprov', 'sama', 'gugus', 'covid', 'repeated', 'hasilnya', 'pemrov', 'yg', 'meninggal', 'number', 'gugus', 'covid', 'number', 'repeated', 'ya', 'allah', 'kebayang', 'sebenarnya', 'bagaimana', 'repeated'];['kalau', 'ngikutin', 'twitnya', 'di', 'elisa', 'repeated', 'dia', 'pernah', 'loh', 'iseng', 'ngitung', 'selisih', 'antara', 'data', 'pemprov', 'sama', 'gugus', 'covid', 'repeated', 'hasilnya', 'pemrov', 'yang', 'meninggal', 'number', 'gugus', 'covid', 'number', 'repeated', 'iya', 'allah', 'kebayang', 'sebenarnya', 'bagaimana', 'repeated'];['ngikutin', 'twitnya', 'elisa', 'repeated', 'loh', 'iseng', 'ngitung', 'selisih', 'data', 'pemprov', 'gugus', 'covid', 'repeated', 'hasilnya', 'pemrov', 'meninggal', 'number', 'gugus', 'covid', 'number', 'repeated', 'iya', 'allah', 'kebayang', 'repeated'];ngikutin twitnya elisa repeated loh iseng ngitung selisih data pemprov gugus covid repeated hasilnya pemrov meninggal number gugus covid number repeated iya allah kebayang repeated;ngikutin twitnya elisa repeated loh iseng ngitung selisih data pemprov gugus covid repeated hasil pemrov tinggal number gugus covid number repeated iya allah bayang repeated
453;Kirain PSPB ternyata PSBB, udah mikir covid dilawan pake pelajaran sejarah aja;0.0;kirain allcaps pspb allcaps ternyata allcaps psbb allcaps udah mikir covid dilawan pake pelajaran sejarah aja;['kirain', 'allcaps', 'pspb', 'allcaps', 'ternyata', 'allcaps', 'psbb', 'allcaps', 'udah', 'mikir', 'covid', 'dilawan', 'pake', 'pelajaran', 'sejarah', 'aja'];['prasangka', 'allcaps', 'pspb', 'allcaps', 'ternyata', 'allcaps', 'psbb', 'allcaps', 'sudah', 'mikir', 'covid', 'dilawan', 'pakai', 'pelajaran', 'sejarah', 'saja'];['prasangka', 'allcaps', 'pspb', 'allcaps', 'allcaps', 'psbb', 'allcaps', 'mikir', 'covid', 'dilawan', 'pakai', 'pelajaran', 'sejarah'];prasangka allcaps pspb allcaps allcaps psbb allcaps mikir covid dilawan pakai pelajaran sejarah;prasangka allcaps pspb allcaps allcaps psbb allcaps mikir covid lawan pakai ajar sejarah
454;Putus Penyebaran Covid-19. Polsek Jatikalen memberikan Himbuan kepada warga masyarakat untuk lindungi diri sendiri dan keluarga dengan berada di rumah sajaTidak Mudik, Tidak Piknik dan Tidak Panik;1.0;putus penyebaran covid number polsek jatikalen memberikan himbuan kepada warga masyarakat untuk lindungi diri sendiri dan keluarga dengan berada di rumah sajatidak mudik tidak piknik dan tidak panik;['putus', 'penyebaran', 'covid', 'number', 'polsek', 'jatikalen', 'memberikan', 'himbuan', 'kepada', 'warga', 'masyarakat', 'untuk', 'lindungi', 'diri', 'sendiri', 'dan', 'keluarga', 'dengan', 'berada', 'di', 'rumah', 'sajatidak', 'mudik', 'tidak', 'piknik', 'dan', 'tidak', 'panik'];['putus', 'penyebaran', 'covid', 'number', 'polsek', 'jatikalen', 'memberikan', 'himbuan', 'kepada', 'warga', 'masyarakat', 'untuk', 'lindungi', 'diri', 'sendiri', 'dan', 'keluarga', 'dengan', 'berada', 'di', 'rumah', 'sajatidak', 'mudik', 'tidak', 'piknik', 'dan', 'tidak', 'panik'];['putus', 'penyebaran', 'covid', 'number', 'polsek', 'jatikalen', 'himbuan', 'warga', 'masyarakat', 'lindungi', 'keluarga', 'rumah', 'sajatidak', 'mudik', 'piknik', 'panik'];putus penyebaran covid number polsek jatikalen himbuan warga masyarakat lindungi keluarga rumah sajatidak mudik piknik panik;putus sebar covid number polsek jatikalen himbuan warga masyarakat lindung keluarga rumah sajatidak mudik piknik panik
455;"Yaa Allaah,Bimbinglah kami dengan CahayaMU menujuMU, dan jadikanlah kami Berdiri tegak dalam penghambaan sejati di hadapanMU.Yaa Robb,Lindungi &amp; selamatkanlah kami dari Akhlah tercela& tipu daya Nafsu yg hina &amp; tercela.Smg Covid-19 ini segera Engkau angkat dr negeri ini.";1.0;yaa allaah bimbinglah kami dengan cahayamu menujumu dan jadikanlah kami berdiri tegak dalam penghambaan sejati di hadapanmu yaa robb lindungi selamatkanlah kami dari akhlah tercela tipu daya nafsu yg hina tercela smg covid number ini segera engkau angkat dr negeri ini;['yaa', 'allaah', 'bimbinglah', 'kami', 'dengan', 'cahayamu', 'menujumu', 'dan', 'jadikanlah', 'kami', 'berdiri', 'tegak', 'dalam', 'penghambaan', 'sejati', 'di', 'hadapanmu', 'yaa', 'robb', 'lindungi', 'selamatkanlah', 'kami', 'dari', 'akhlah', 'tercela', 'tipu', 'daya', 'nafsu', 'yg', 'hina', 'tercela', 'smg', 'covid', 'number', 'ini', 'segera', 'engkau', 'angkat', 'dr', 'negeri', 'ini'];['iya', 'allaah', 'bimbinglah', 'kami', 'dengan', 'cahayamu', 'menujumu', 'dan', 'jadikanlah', 'kami', 'berdiri', 'tegak', 'dalam', 'penghambaan', 'sejati', 'di', 'hadapanmu', 'iya', 'robb', 'lindungi', 'selamatkanlah', 'kami', 'dari', 'akhlah', 'tercela', 'tipu', 'daya', 'nafsu', 'yang', 'hina', 'tercela', 'semoga', 'covid', 'number', 'ini', 'segera', 'engkau', 'angkat', 'dari', 'negeri', 'ini'];['iya', 'allaah', 'bimbinglah', 'cahayamu', 'menujumu', 'jadikanlah', 'berdiri', 'tegak', 'penghambaan', 'sejati', 'hadapanmu', 'iya', 'robb', 'lindungi', 'selamatkanlah', 'akhlah', 'tercela', 'tipu', 'daya', 'nafsu', 'hina', 'tercela', 'semoga', 'covid', 'number', 'engkau', 'angkat', 'negeri'];iya allaah bimbinglah cahayamu menujumu jadikanlah berdiri tegak penghambaan sejati hadapanmu iya robb lindungi selamatkanlah akhlah tercela tipu daya nafsu hina tercela semoga covid number engkau angkat negeri;iya allaah bimbing cahaya tuju jadi diri tegak hamba sejati hadap iya robb lindung selamat akh cela tipu daya nafsu hina cela moga covid number engkau angkat negeri
456;Semoga virus covid 19 musnah dr negri ini amin;1.0;semoga virus covid number musnah dr negri ini amin;['semoga', 'virus', 'covid', 'number', 'musnah', 'dr', 'negri', 'ini', 'amin'];['semoga', 'virus', 'covid', 'number', 'musnah', 'dari', 'negri', 'ini', 'semoga'];['semoga', 'virus', 'covid', 'number', 'musnah', 'negri', 'semoga'];semoga virus covid number musnah negri semoga;moga virus covid number musnah negri moga
457;Upaya pencegahan penyebaran virus Corona atau Covid-19 kembali dilakukan oleh Bandar Udara Internasional Sultan Aji Muhammad Sulaiman (SAMS) Sepinggan Balikpapan.Berita selengkapnya kunjungi;1.0;upaya pencegahan penyebaran virus corona atau covid number kembali dilakukan oleh bandar udara internasional sultan aji muhammad sulaiman allcaps sams allcaps sepinggan balikpapan berita selengkapnya kunjungi;['upaya', 'pencegahan', 'penyebaran', 'virus', 'corona', 'atau', 'covid', 'number', 'kembali', 'dilakukan', 'oleh', 'bandar', 'udara', 'internasional', 'sultan', 'aji', 'muhammad', 'sulaiman', 'allcaps', 'sams', 'allcaps', 'sepinggan', 'balikpapan', 'berita', 'selengkapnya', 'kunjungi'];['upaya', 'pencegahan', 'penyebaran', 'virus', 'corona', 'atau', 'covid', 'number', 'kembali', 'dilakukan', 'oleh', 'bandar', 'udara', 'internasional', 'sultan', 'aji', 'muhammad', 'sulaiman', 'allcaps', 'sams', 'allcaps', 'sepinggan', 'balikpapan', 'berita', 'selengkapnya', 'kunjungi'];['upaya', 'pencegahan', 'penyebaran', 'virus', 'corona', 'covid', 'number', 'bandar', 'udara', 'internasional', 'sultan', 'aji', 'muhammad', 'sulaiman', 'allcaps', 'sams', 'allcaps', 'sepinggan', 'balikpapan', 'berita', 'selengkapnya', 'kunjungi'];upaya pencegahan penyebaran virus corona covid number bandar udara internasional sultan aji muhammad sulaiman allcaps sams allcaps sepinggan balikpapan berita selengkapnya kunjungi;upaya cegah sebar virus corona covid number bandar udara internasional sultan aji muhammad sulaiman allcaps sams allcaps pinggan balikpapan berita lengkap kunjung
458;Jumat Agung , selmat Ibadah di rumah masing2 tanpa mengurangi maknanya,semoga wabah covid-19 cepat selesai. amin;1.0;jumat agung selmat ibadah di rumah masing2 tanpa mengurangi maknanya semoga wabah covid number cepat selesai amin;['jumat', 'agung', 'selmat', 'ibadah', 'di', 'rumah', 'masing2', 'tanpa', 'mengurangi', 'maknanya', 'semoga', 'wabah', 'covid', 'number', 'cepat', 'selesai', 'amin'];['jumat', 'agung', 'selmat', 'ibadah', 'di', 'rumah', 'masing2', 'tanpa', 'mengurangi', 'maknanya', 'semoga', 'wabah', 'covid', 'number', 'cepat', 'selesai', 'semoga'];['jumat', 'agung', 'selmat', 'ibadah', 'rumah', 'masing2', 'mengurangi', 'maknanya', 'semoga', 'wabah', 'covid', 'number', 'cepat', 'selesai', 'semoga'];jumat agung selmat ibadah rumah masing2 mengurangi maknanya semoga wabah covid number cepat selesai semoga;jumat agung selmat ibadah rumah masing2 kurang makna moga wabah covid number cepat selesai moga
459;Cegah covid-19 beserta jajaran Polsek Kuranji melakukan aksi peduli berupa pembagian masker gratis bagi pengguna jalan kegiatan ini dilakukan di depan Polsek Kuranji.Kamis (9/4) Febriputraguci;1.0;cegah covid number beserta jajaran polsek kuranji melakukan aksi peduli berupa pembagian masker gratis bagi pengguna jalan kegiatan ini dilakukan di depan polsek kuranji kamis number number febriputraguci;['cegah', 'covid', 'number', 'beserta', 'jajaran', 'polsek', 'kuranji', 'melakukan', 'aksi', 'peduli', 'berupa', 'pembagian', 'masker', 'gratis', 'bagi', 'pengguna', 'jalan', 'kegiatan', 'ini', 'dilakukan', 'di', 'depan', 'polsek', 'kuranji', 'kamis', 'number', 'number', 'febriputraguci'];['cegah', 'covid', 'number', 'beserta', 'jajaran', 'polsek', 'kuranji', 'melakukan', 'aksi', 'peduli', 'berupa', 'pembagian', 'masker', 'gratis', 'bagi', 'pengguna', 'jalan', 'kegiatan', 'ini', 'dilakukan', 'di', 'depan', 'polsek', 'kuranji', 'kamis', 'number', 'number', 'febriputraguci'];['cegah', 'covid', 'number', 'beserta', 'jajaran', 'polsek', 'kuranji', 'aksi', 'peduli', 'pembagian', 'masker', 'gratis', 'pengguna', 'jalan', 'kegiatan', 'polsek', 'kuranji', 'kamis', 'number', 'number', 'febriputraguci'];cegah covid number beserta jajaran polsek kuranji aksi peduli pembagian masker gratis pengguna jalan kegiatan polsek kuranji kamis number number febriputraguci;cegah covid number serta jajar polsek ranji aksi peduli bagi masker gratis guna jalan giat polsek ranji kamis number number febriputraguci
460;pagi... kenapa ya di daerah sy (cipinang besar selatan) rt 7 rw 6 nya tdk prnh aware dgn warganya. Setiap ada bantuan tidak pernah transparansi & kejadian covid ini jg tidak ada tindakan semprot disinfektan, dbd jg banyak tp tidak ada fogging. Tp uang kas ttp jalan;0.0;pagi repeated kenapa ya di daerah sy cipinang besar selatan rt number rw number nya tdk prnh aware dgn warganya setiap ada bantuan tidak pernah transparansi kejadian covid ini jg tidak ada tindakan semprot disinfektan dbd jg banyak tp tidak ada fogging tp uang kas ttp jalan;['pagi', 'repeated', 'kenapa', 'ya', 'di', 'daerah', 'sy', 'cipinang', 'besar', 'selatan', 'rt', 'number', 'rw', 'number', 'nya', 'tdk', 'prnh', 'aware', 'dgn', 'warganya', 'setiap', 'ada', 'bantuan', 'tidak', 'pernah', 'transparansi', 'kejadian', 'covid', 'ini', 'jg', 'tidak', 'ada', 'tindakan', 'semprot', 'disinfektan', 'dbd', 'jg', 'banyak', 'tp', 'tidak', 'ada', 'fogging', 'tp', 'uang', 'kas', 'ttp', 'jalan'];['pagi', 'repeated', 'kenapa', 'iya', 'di', 'daerah', 'saya', 'cipinang', 'besar', 'selatan', 'rt', 'number', 'rw', 'number', 'nya', 'tidak', 'prnh', 'aware', 'dengan', 'warganya', 'setiap', 'ada', 'bantuan', 'tidak', 'pernah', 'transparansi', 'kejadian', 'covid', 'ini', 'jg', 'tidak', 'ada', 'tindakan', 'semprot', 'disinfektan', 'dbd', 'jg', 'banyak', 'tapi', 'tidak', 'ada', 'fogging', 'tapi', 'uang', 'kas', 'tetap', 'jalan'];['pagi', 'repeated', 'iya', 'daerah', 'cipinang', 'selatan', 'rt', 'number', 'rw', 'number', 'nya', 'prnh', 'aware', 'warganya', 'bantuan', 'transparansi', 'kejadian', 'covid', 'jg', 'tindakan', 'semprot', 'disinfektan', 'dbd', 'jg', 'fogging', 'uang', 'kas', 'jalan'];pagi repeated iya daerah cipinang selatan rt number rw number nya prnh aware warganya bantuan transparansi kejadian covid jg tindakan semprot disinfektan dbd jg fogging uang kas jalan;pagi repeated iya daerah cipinang selatan rt number rw number nya prnh aware warga bantu transparansi jadi covid jg tindak semprot disinfektan dbd jg fogging uang kas jalan
461;Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam diProvinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifterjangkit Covid-19. OPM;1.0;kementerian agama provinsi papua barat azis hegemur mengatakan umat islam diprovinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifterjangkit covid number allcaps opm allcaps;['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'diprovinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifterjangkit', 'covid', 'number', 'allcaps', 'opm', 'allcaps'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'diprovinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifterjangkit', 'covid', 'number', 'allcaps', 'opm', 'allcaps'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'umat', 'islam', 'diprovinsi', 'papua', 'barat', 'diimbau', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifterjangkit', 'covid', 'number', 'allcaps', 'opm', 'allcaps'];kementerian agama provinsi papua barat azis hegemur umat islam diprovinsi papua barat diimbau menolak pemakaman jenazah pasien positifterjangkit covid number allcaps opm allcaps;menteri agama provinsi papua barat azis hegemur umat islam provinsi papua barat imbau tolak makam jenazah pasien positifterjangkit covid number allcaps opm allcaps
